DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,FL,5240,24048.62099,4447.493321
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,GA,2121,16154.73927,4494.657237
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,HI,161,16114.21739,6172.440994
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IA,1009,12176.1774,4314.351833
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ID,256,11942.19531,4568.152344
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IL,4080,17949.82745,4908.008333
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IN,2272,13716.01364,4408.18574
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,KS,862,16143.86543,4431.923434
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,KY,2274,13216.55145,4395.403254
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,LA,1780,16577.57079,4361.036517
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MA,2324,10334.429,5319.158778
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MD,1526,6436.867628,6075.536697
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ME,352,11833.81818,4678.590909
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MI,2432,11946.64844,4951.106908
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MN,916,12348.39192,4895.895196
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MO,2160,15701.45139,4447.081018
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MS,1483,16650.20027,4315.455158
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MT,242,10299.70661,4637.599174
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NC,2041,13440.64625,4783.55659
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ND,145,8911.848276,4702.103448
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NE,589,16734.73175,4700.103565
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NH,304,13227.80263,4782.657895
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NJ,2209,37623.27795,5339.158443
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NM,660,14600.30606,5393.280303
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NV,541,32047.08872,5210.25878
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NY,4541,17400.88989,5941.308522
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OH,3255,13590.051,4407.373886
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OK,1546,15517.24774,4406.322122
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OR,476,13442.7563,4959.331933
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,PA,3486,21186.01692,4667.630809
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,RI,298,15047.44966,5213.362416
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SC,1426,19189.8352,4561.336606
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SD,313,13201.01597,4874.450479
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,TN,2558,15202.62158,4221.801798
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,TX,6406,21702.20871,4626.588823
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,UT,352,12231.49432,4560.392045
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VA,1982,14201.72856,4467.094349
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VT,218,9851.481651,6123.311927
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WA,1052,15578.53707,5032.315589
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WI,1080,13771.81944,4783.807407
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WV,1008,9910.544643,4263.478175
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WY,177,14936.34463,6258.135593
202 - BRONCHITIS & ASTHMA W CC/MCC,AL,838,20246.5,5159.465394
202 - BRONCHITIS & ASTHMA W CC/MCC,AR,292,13806.04452,5032.441781
202 - BRONCHITIS & ASTHMA W CC/MCC,AZ,483,24857.47412,5644.153209
202 - BRONCHITIS & ASTHMA W CC/MCC,CA,1979,47093.86205,7270.923699
202 - BRONCHITIS & ASTHMA W CC/MCC,CO,263,25179.68821,5854.015209
202 - BRONCHITIS & ASTHMA W CC/MCC,CT,436,19361.33027,7099.715596
202 - BRONCHITIS & ASTHMA W CC/MCC,DC,92,20582.23913,7493.597827
202 - BRONCHITIS & ASTHMA W CC/MCC,DE,172,14781.84303,6232.19186
202 - BRONCHITIS & ASTHMA W CC/MCC,FL,2820,28529.48085,5447.593262
202 - BRONCHITIS & ASTHMA W CC/MCC,GA,1091,19526.51787,5348.417049
202 - BRONCHITIS & ASTHMA W CC/MCC,HI,31,29617.70968,8142.32258
202 - BRONCHITIS & ASTHMA W CC/MCC,IA,188,15396.22341,5082.239362
202 - BRONCHITIS & ASTHMA W CC/MCC,ID,40,18074.475,6174
202 - BRONCHITIS & ASTHMA W CC/MCC,IL,1743,23477.31727,6354.714286
202 - BRONCHITIS & ASTHMA W CC/MCC,IN,647,15732.76661,5739.075734
202 - BRONCHITIS & ASTHMA W CC/MCC,KS,181,20394.90608,5225.392265
202 - BRONCHITIS & ASTHMA W CC/MCC,KY,504,15056.40675,5287.47619
202 - BRONCHITIS & ASTHMA W CC/MCC,LA,605,21572.4843,5309.629752
202 - BRONCHITIS & ASTHMA W CC/MCC,MA,1163,11890.83491,6592.316423
202 - BRONCHITIS & ASTHMA W CC/MCC,MD,849,8568.724382,8089.421673
202 - BRONCHITIS & ASTHMA W CC/MCC,ME,57,14033.40351,5509.192982
202 - BRONCHITIS & ASTHMA W CC/MCC,MI,1315,15489.68213,6125.558175
202 - BRONCHITIS & ASTHMA W CC/MCC,MN,271,19590.63838,5837.059041
202 - BRONCHITIS & ASTHMA W CC/MCC,MO,630,17183.06032,5341.957143
202 - BRONCHITIS & ASTHMA W CC/MCC,MS,692,18293.02457,5059.939306
202 - BRONCHITIS & ASTHMA W CC/MCC,MT,37,10945.81081,5197.405406
202 - BRONCHITIS & ASTHMA W CC/MCC,NC,1137,15255.08619,5911.4292
202 - BRONCHITIS & ASTHMA W CC/MCC,NE,116,20896.56034,5521.810345
202 - BRONCHITIS & ASTHMA W CC/MCC,NH,108,15499.26852,5627.75
202 - BRONCHITIS & ASTHMA W CC/MCC,NJ,1489,44542.91874,6393.50638
202 - BRONCHITIS & ASTHMA W CC/MCC,NM,92,18416.22826,5828.608696
202 - BRONCHITIS & ASTHMA W CC/MCC,NV,100,35897.4,5914.28
202 - BRONCHITIS & ASTHMA W CC/MCC,NY,2276,23060.38928,8105.759666
202 - BRONCHITIS & ASTHMA W CC/MCC,OH,1192,16788.39514,5543.26594
202 - BRONCHITIS & ASTHMA W CC/MCC,OK,275,23778.56727,5697.145454
202 - BRONCHITIS & ASTHMA W CC/MCC,OR,56,18659.28572,6360.25
202 - BRONCHITIS & ASTHMA W CC/MCC,PA,1985,29111.45441,5892.909824
202 - BRONCHITIS & ASTHMA W CC/MCC,RI,115,19755.74783,7001.93913
202 - BRONCHITIS & ASTHMA W CC/MCC,SC,577,24015.02426,5535.585789
202 - BRONCHITIS & ASTHMA W CC/MCC,SD,62,19420.20968,5611.177419
202 - BRONCHITIS & ASTHMA W CC/MCC,TN,765,17394.94118,5186.139869
202 - BRONCHITIS & ASTHMA W CC/MCC,TX,2474,28948.84196,5702.80194
202 - BRONCHITIS & ASTHMA W CC/MCC,UT,29,12059.96552,5394.310345
202 - BRONCHITIS & ASTHMA W CC/MCC,VA,929,17067.75242,5289.721206
202 - BRONCHITIS & ASTHMA W CC/MCC,VT,38,11095.26316,7249.894737
202 - BRONCHITIS & ASTHMA W CC/MCC,WA,267,20419.57678,6005.41573
202 - BRONCHITIS & ASTHMA W CC/MCC,WI,338,16495.01183,6189.346154
202 - BRONCHITIS & ASTHMA W CC/MCC,WV,236,12376.19915,5075.504237
202 - BRONCHITIS & ASTHMA W CC/MCC,WY,11,20807,7339.545455
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AL,585,12820.67692,3840.960684
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AR,183,10851.74317,3844.672131
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AZ,210,16545.39524,4193.152381
203 - BRONCHITIS & ASTHMA W/O CC/MCC,CA,609,35518.10673,5397.285714
203 - BRONCHITIS & ASTHMA W/O CC/MCC,CO,41,17881.82926,4091.02439
203 - BRONCHITIS & ASTHMA W/O CC/MCC,CT,238,15040.86975,5256.693277
203 - BRONCHITIS & ASTHMA W/O CC/MCC,DC,50,16000.66,5664
203 - BRONCHITIS & ASTHMA W/O CC/MCC,DE,100,10094.17,4865.34
203 - BRONCHITIS & ASTHMA W/O CC/MCC,FL,1877,20787.5967,3911.591902
203 - BRONCHITIS & ASTHMA W/O CC/MCC,GA,508,14068.55118,4044.673228
203 - BRONCHITIS & ASTHMA W/O CC/MCC,IA,84,12220.25,3732.02381
203 - BRONCHITIS & ASTHMA W/O CC/MCC,IL,1012,16142.44071,4642.701581
203 - BRONCHITIS & ASTHMA W/O CC/MCC,IN,274,11002.67153,3991.521898
203 - BRONCHITIS & ASTHMA W/O CC/MCC,KS,52,15241.86539,3639.269231
203 - BRONCHITIS & ASTHMA W/O CC/MCC,KY,361,10016.74792,3840.897507
203 - BRONCHITIS & ASTHMA W/O CC/MCC,LA,339,14058.20059,3825.820059
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MA,737,9204.763908,5274.055631
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MD,472,6020.790254,5691.375
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MI,730,11140.64658,4421.708219
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MN,57,12483.94737,4667.192983
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MO,255,13349.96863,4015.227451
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MS,499,14284.96994,3692.617235
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NC,501,11970.26547,4139.461078
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NE,29,13475.86207,3809.827586
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NH,22,9355.590911,4256.5
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NJ,922,33150.89479,4692.011931
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NM,73,12046.86302,4355.246575
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NV,84,33832.69048,4344.392857
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NY,1564,16913.54092,6055.607417
203 - BRONCHITIS & ASTHMA W/O CC/MCC,OH,498,11357.90361,3897.491968
203 - BRONCHITIS & ASTHMA W/O CC/MCC,OK,131,17585.51145,3657.167939
203 - BRONCHITIS & ASTHMA W/O CC/MCC,PA,949,22199.80717,4118.645943
203 - BRONCHITIS & ASTHMA W/O CC/MCC,RI,71,14879.95775,4818.859155
203 - BRONCHITIS & ASTHMA W/O CC/MCC,SC,272,18393.62132,4161.658088
203 - BRONCHITIS & ASTHMA W/O CC/MCC,SD,11,14079,4152.181818
203 - BRONCHITIS & ASTHMA W/O CC/MCC,TN,315,12805.18413,3644.809524
203 - BRONCHITIS & ASTHMA W/O CC/MCC,TX,1088,20558.40349,4153.047794
203 - BRONCHITIS & ASTHMA W/O CC/MCC,VA,473,12999.18605,3719.881607
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WA,75,14890.28,4233.093334
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WI,93,12491.7957,4287.892473
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WV,133,8699.278195,3776.451128
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AK,28,107850.9643,55568.32143
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AL,470,159864.0745,31971.77234
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AR,329,97647.63525,31357.45289
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AZ,260,152322.8192,37302.92308
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,CA,2104,262024.0984,48699.59173
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,CO,82,205440.7317,40320.59756
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,CT,372,140811.8468,45829.18549
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,DC,130,159063.7385,49003.53077
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,DE,114,90974.50878,39271.05263
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,FL,1950,157571.9867,34656.76513
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,GA,709,123346.8604,35973.09732
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,HI,51,129424.6471,45291.86274
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,IA,111,115842.973,35960.28829
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,ID,24,109764.6667,41640.25
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,IL,1122,132630.6381,38085.11943
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,IN,726,101225.8802,34571.89394
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,KS,139,160197.705,38421.71942
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,KY,591,96467.44839,33222.96616
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LA,505,127408.3881,32425.33861
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MA,509,96442.91356,44222.4165
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MD,616,51197.86201,48184.5487
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,ME,75,102909.6133,41043.88
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MI,1044,95043.89847,39525.5364
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MN,281,145171.0996,46214.71174
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MO,654,130623.0015,35340.1422
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MS,390,122134.1462,35203.02308
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MT,15,69458.26667,31074.73333
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NC,932,93754.54185,36776.11695
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,ND,59,80545.72882,34341.91525
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NE,133,109735.203,32968.57143
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NH,50,132200.12,44382.56
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NJ,1193,230624.5725,39085.69992
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NM,51,124745.0588,32000.86274
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NV,430,229997.3116,38613.67209
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NY,2107,122123.5975,51776.63503
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,OH,1525,109967.7639,34188.79803
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,OK,457,124878.4486,34632.60831
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,OR,23,122795.6087,46548.69565
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,PA,1136,188023.0255,38404.81162
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,RI,101,118172.2772,40185.9604
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,SC,512,139190.3242,37411.69531
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,SD,42,132469.9286,46709.33333
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,TN,793,114067.0567,33223.69735
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,TX,1981,155606.4033,33987.71883
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,UT,26,99523.23079,41634.46154
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,VA,647,118210.8964,37164.85008
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,VT,49,78371.34694,45950.65306
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WA,272,148788.1985,42821.74265
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WI,174,131760.1092,42793.65517
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WV,318,77185.40566,33154.68553
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AK,56,65092.89286,25951.92857
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AL,1314,59954.28463,13579.71081
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AR,823,42898.36209,13634.45322
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AZ,1132,70476.67844,16230.86926
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,CA,4354,120888.0184,21006.18075
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,CO,583,72724.27444,15637.31046
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,CT,897,60321.466,19465.7748
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,DC,187,69937.0107,20887.82888
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,DE,320,46688.4125,17779.7
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,FL,5231,73093.07073,14632.76314
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,GA,2002,52481.84316,14739.49151
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,HI,160,55233,20526.45625
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,IA,661,47645.00756,14831.40242
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ID,197,43014.15228,15996.53299
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,IL,2855,64579.82557,16644.94501
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,IN,1998,46471.1036,14832.77928
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,KS,540,62212.76667,14914.3
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,KY,1934,43385.70321,14679.18614
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,LA,1233,55173.5515,14638.2133
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MA,1487,39530.64761,18649.83927
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MD,1389,23044.38877,21693.78978
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ME,230,44204.73478,16959.77391
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MI,2912,44209.68475,16707.78812
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MN,765,57179.20392,18116.31372
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MO,1840,56820.4962,14889.79402
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MS,1121,53818.81802,14418.46744
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MT,126,43975.79365,14557.02381
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NC,2526,45133.9232,16100.51227
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ND,196,37505,14740.2653
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NE,393,57319.23409,15649.0458
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NH,253,48538.69565,16405.67589
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NJ,2406,106178.6563,17343.19077
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NM,216,54796.08796,17699.21296
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NV,632,112122.3323,16850.11867
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NY,3586,53629.10123,20886.82376
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,OH,3458,49976.81116,14939.12927
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,OK,1002,54369.68463,14604.04291
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,OR,285,52578.7579,16842.28772
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,PA,3009,74959.38185,16073.95381
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,RI,144,58849.625,20614.57639
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,SC,1164,63978.87543,15389.20876
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,SD,186,58383.94086,16536.85484
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,TN,2184,51409.00366,14090.44002
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,TX,5278,70897.82948,15221.89769
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,UT,168,44034.74405,16419.375
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,VA,1648,51609.06917,15310.57706
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,VT,90,36140.43333,20769.43333
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WA,1309,60778.18105,16997.73415
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WI,679,49203.10015,17345.23269
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WV,843,36398.63345,14358.88968
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WY,78,50961.89744,18388.16667
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AK,30,103039.7,30514.5
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AL,805,76396.72173,18092.38882
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AR,475,61789.67158,18093.82526
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AZ,781,86816.50704,21707.21255
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,CA,1740,143072.1195,27615.41034
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,CO,348,107439.8937,22157.93678
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,CT,418,66506.3445,26092.63397
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,DC,136,93154.75,26861.20588
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,DE,166,67221.21687,24281.86144
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,FL,2780,103198.5065,19935.75144
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,GA,927,75836.38295,20611.25459
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,HI,41,73356.2439,25089.95122
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,IA,413,71089.73608,19795.49879
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ID,110,55479.08182,20981.89091
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,IL,1551,94228.62927,23018.42037
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,IN,952,76076.7521,20735.73529
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,KS,428,70556.71729,19205.23131
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,KY,725,68620.73931,19975.77655
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,LA,532,79648.24812,19413.91917
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MA,864,72505.38078,27532.23495
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MD,724,32457.78453,30616.52348
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ME,208,51538.46635,21738.80288
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MI,1345,63123.09517,22694.08922
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MN,613,74248.53997,22748.92985
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MO,1020,69607.56176,19837.58431
